children,year_last_moved,Average Credit Card Transaction,Balance Transfer,Term Deposit,Life Insurance,Medical Insurance,Average A/C Balance,Personal Loan,Investment in Mutual Fund,Investment Tax Saving Bond,Home Loan,Online Purchase Amount,Investment in Commudity,Investment in Equity,Investment in Derivative,Portfolio Balance,ab_10,ab_11,ab_13,ab_17,ab_9,st_partner,st_singleNm,st_divSep,oc_10,oc_11,oc_12,ocp_10,ocp_12,hs_own,gender_f,semp_yes,semp_part_yes,fi
1,1998,19.49,0.0,0.0,27.98,41.47,8.98,47.47,110.41,1.0,0.0,0.0,17.79,27.98,39.55,100.43,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,28.75
0,1993,41.48,0.0,0.0,0.0,37.96,6.99,0.0,0.51,0.0,0.0,0.0,15.89,1.25,7.58,22.21,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,16.25
1,1995,0.0,34.48,10.0,20.99,9.49,28.95,61.95,33.96,0.0,0.0,0.0,14.99,20.81,25.89,73.11,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,35.0
0,1979,59.97,0.0,0.0,8.48,0.0,36.95,145.37,0.0,4.98,0.0,0.0,13.69,31.22,32.63,93.53,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,28.75
0,1971,6.99,0.0,14.99,0.0,0.0,4.99,0.0,33.48,0.0,0.0,0.0,4.4,6.41,6.41,17.95,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,26.25
2,1982,89.47,19.96,85.93,205.37,10.0,137.39,256.21,51.46,31.96,0.0,0.0,82.15,79.5,115.4,259.16,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,16.25
0,1906,0.0,19.47,76.96,88.45,0.0,38.45,9.49,56.44,7.48,0.0,0.0,36.98,18.64,33.39,58.26,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,11.25
2,1980,37.98,0.01,53.98,139.47,0.0,0.0,34.98,0.0,0.0,0.0,24.99,46.29,10.0,29.08,128.8,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,21.25
0,1995,0.0,18.0,0.0,26.48,0.0,51.96,0.0,0.0,0.0,0.0,0.0,8.9,8.66,13.07,64.93,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,18.75
0,1993,36.97,106.89,247.92,222.39,55.87,14.98,120.82,1.48,13.97,4.49,21.98,134.01,29.62,71.59,245.61,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1971,0.0,0.01,0.0,69.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.9,0.0,11.58,38.43,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6.0
2,1994,0.0,7.49,0.0,22.49,0.0,7.99,2.49,0.0,0.0,0.0,0.0,6.0,1.75,5.5,-15.37,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,23.75
0,1976,0.0,0.0,0.0,28.98,0.0,22.47,0.0,24.48,0.0,0.0,0.0,5.8,7.83,12.66,47.44,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,4.0
1,1966,0.0,19.49,79.48,42.98,0.0,29.99,0.0,11.99,0.0,0.0,0.0,28.39,7.0,14.16,72.75,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,13.75
2,1996,4.48,0.0,99.41,68.45,93.91,34.95,5.99,45.46,8.99,12.47,14.99,53.25,20.48,42.96,75.67,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35.0
2,1994,0.0,0.01,0.0,118.89,0.0,49.9,0.0,0.0,1.0,0.0,0.0,23.78,8.48,28.3,51.48,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,35.0
0,1958,0.0,492.88,0.0,1005.53,95.47,105.4,0.0,199.32,20.43,31.93,30.46,318.78,64.59,237.69,636.33,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,13.75
1,1993,0.0,24.99,0.0,0.0,0.0,0.0,23.46,0.0,0.0,0.0,0.0,5.0,3.91,3.91,59.64,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,13.75
2,1991,0.0,116.45,0.0,414.3,9.98,104.3,0.0,224.72,1.0,0.0,0.0,108.15,55.0,125.72,296.66,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,13.75
0,1979,0.0,29.99,19.49,0.0,0.0,0.0,10.99,0.0,0.0,0.0,0.0,9.9,1.83,1.83,37.0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
2,1996,0.0,74.99,0.0,0.01,0.0,28.99,36.97,33.97,0.0,0.0,0.0,15.0,16.66,16.66,47.24,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75
2,1997,44.98,84.48,108.97,227.38,42.49,72.97,153.87,70.95,8.48,34.98,0.0,101.66,56.88,96.02,238.48,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,18.75
0,1977,15.49,0.0,0.0,41.48,9.99,4.99,40.95,80.41,0.0,0.0,0.0,13.39,21.06,29.64,90.34,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,9.0
0,1992,20.0,64.48,29.99,0.0,44.48,110.87,5.99,58.95,0.0,0.0,0.0,31.79,29.3,36.72,112.43,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1998,0.0,0.0,30.48,0.0,0.0,0.0,43.47,22.98,0.0,0.0,0.0,6.1,11.08,11.08,52.24,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1994,278.38,481.83,200.39,507.26,244.3,310.71,0.0,233.73,51.62,32.43,563.82,342.43,198.72,224.6,693.1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,35.0
0,1992,0.0,0.0,29.99,20.99,0.0,69.47,14.49,0.0,8.47,0.0,0.0,10.2,15.41,18.9,16.75,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,18.75
0,1988,45.97,0.0,44.48,0.0,0.0,0.0,0.0,0.0,7.99,0.0,0.0,18.09,1.33,1.33,29.03,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,9.0
0,1997,0.0,0.0,127.91,113.45,35.98,0.0,0.0,13.99,0.0,0.0,0.0,55.47,2.33,27.24,85.72,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,11.25
0,1963,0.0,0.0,0.0,73.45,0.0,0.0,51.96,0.0,0.0,0.0,0.0,14.69,8.66,20.9,26.3,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,9.0
1,1980,0.0,0.0,64.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.19,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,18.75
0,1984,0.0,82.48,0.0,197.36,30.96,90.9,29.95,43.46,8.48,0.0,1.49,62.16,29.05,66.85,184.2,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,35.0
0,1991,0.0,0.0,0.0,14.99,0.0,0.0,32.49,0.0,0.0,0.0,0.0,3.0,5.42,7.91,25.9,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,23.75
0,1965,0.0,0.0,0.0,0.0,0.0,6.99,107.96,0.0,0.0,0.0,0.0,0.0,19.16,19.16,54.63,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,4.0
1,1986,0.0,42.47,0.0,0.0,0.0,61.96,34.27,81.97,0.0,0.0,3.99,8.49,30.37,29.7,37.67,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,26.25
0,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49,0.0,0.0,0.0,0.0,1.58,1.58,-0.86,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,23.75
0,1998,66.47,121.47,0.0,39.48,47.45,50.47,0.0,29.48,37.43,0.0,75.47,54.97,32.14,34.05,79.98,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.47,0.0,0.0,0.0,0.0,4.58,4.58,2.71,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,11.25
1,1988,0.0,99.96,0.0,89.44,10.99,14.98,32.97,33.47,3.5,0.0,0.0,40.08,14.15,30.89,101.45,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,6.0
0,1987,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.09,4.82,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,18.75
0,1996,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,23.98,0.0,4.0,0.0,-78.43,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,35.0
0,1982,4.49,68.97,29.48,149.92,34.97,49.9,240.01,39.94,26.45,0.0,19.98,57.57,62.71,90.2,191.24,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,13.75
0,1976,0.0,0.0,0.0,57.49,0.0,0.0,0.0,18.48,0.0,11.99,0.0,11.5,5.08,12.66,-9.02,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,9.0
0,1991,0.0,0.0,0.0,0.0,69.48,0.0,0.0,0.0,0.0,0.0,18.99,13.9,3.17,11.58,74.46,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,26.25
0,1972,0.0,0.0,0.0,0.0,12.48,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,2.08,7.18,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,35.0
0,1955,0.0,0.0,0.0,0.0,0.0,10.48,0.0,9.47,0.0,0.0,0.0,0.0,3.33,3.33,-37.87,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,9.0
0,1994,23.48,0.0,24.99,35.97,19.47,44.47,0.0,51.43,5.98,0.0,0.0,20.78,16.98,26.22,31.82,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,9.0
0,1986,0.0,0.0,0.51,0.0,0.01,0.0,0.0,23.48,0.0,0.0,0.0,0.1,3.91,3.92,-2.45,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
0,1971,19.49,15.02,19.48,151.91,57.43,50.97,0.0,67.73,0.0,2.99,0.0,52.67,20.28,54.67,144.5,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,11.25
2,1981,0.0,0.0,0.0,59.48,19.47,58.97,0.0,104.93,0.0,0.0,0.0,15.79,27.32,40.48,81.95,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,28.75
0,1989,0.0,0.0,0.0,11.99,0.0,51.91,14.98,85.92,31.99,0.0,1.99,2.4,31.13,32.8,64.34,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,35.0
0,1996,31.94,238.34,102.42,163.74,44.92,71.94,0.0,45.9,3.0,8.98,16.98,116.27,24.47,54.92,214.01,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35.0
0,1971,0.0,50.48,0.0,8.99,26.46,0.0,0.0,31.46,0.0,0.0,0.0,17.19,5.24,11.15,-3.27,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,13.75
0,1995,0.0,29.99,39.98,84.91,12.78,0.0,25.97,100.64,11.49,0.0,0.0,33.53,23.02,39.3,135.75,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,21.25
0,1988,0.0,19.99,18.98,13.49,38.93,40.43,62.46,79.9,12.96,0.0,35.97,18.28,38.62,41.36,105.58,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,26.25
0,1988,0.0,0.0,45.01,15.48,40.47,0.0,0.0,4.99,0.0,0.0,0.0,20.19,0.83,10.16,91.53,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,16.25
2,1990,0.0,24.96,0.0,338.39,19.99,54.98,0.0,17.99,3.99,0.0,11.99,76.67,14.83,72.56,167.66,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,21.25
2,1993,0.0,97.46,69.98,214.9,45.76,24.99,328.76,87.43,33.99,9.99,0.0,85.62,80.86,122.64,286.8,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,35.0
0,1995,0.0,190.43,0.0,166.88,0.0,58.94,0.0,179.88,0.0,0.0,0.0,71.46,39.8,67.62,154.11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,28.75
0,1955,0.0,19.99,0.0,26.99,0.0,27.99,0.0,19.98,0.0,0.0,0.0,9.4,8.0,12.49,47.57,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,13.75
1,1996,0.0,44.49,23.98,47.42,24.97,72.92,38.93,9.49,0.0,8.5,109.4,28.17,39.87,32.29,76.95,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,26.25
0,1977,89.97,74.97,0.0,57.47,84.42,0.0,0.0,59.47,0.0,0.0,0.0,61.37,9.91,33.56,106.46,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,23.75
0,1982,0.0,0.0,0.0,44.49,0.0,11.99,0.0,0.0,0.0,0.0,0.0,8.9,2.0,9.41,17.83,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,28.75
0,1967,0.0,0.0,0.0,11.99,0.0,0.0,11.49,0.0,0.0,0.0,0.0,2.4,1.92,3.91,22.82,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,11.25
2,1993,0.0,9.99,0.0,24.98,0.0,26.97,0.0,16.95,0.0,0.0,0.0,6.99,7.32,11.48,100.39,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,26.25
1,1996,0.0,0.0,134.47,13.49,0.0,0.0,98.92,76.45,0.0,0.0,0.0,29.59,29.23,31.48,100.4,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,6.0
2,1987,0.0,0.0,0.0,0.0,9.99,22.98,35.95,0.0,0.0,0.0,0.0,2.0,9.82,11.49,21.91,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
0,1997,0.0,0.0,0.0,0.0,0.0,21.47,0.0,27.98,2.49,0.0,0.0,0.0,8.66,8.66,-17.81,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,16.25
1,1990,0.0,0.0,36.97,0.54,29.99,0.0,10.49,0.0,0.0,0.01,54.0,13.5,10.75,6.84,46.13,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1994,0.0,64.46,0.02,220.43,0.0,54.48,0.0,31.96,0.0,0.0,0.0,56.98,14.41,51.15,156.35,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,11.25
2,1985,100.32,42.96,185.42,200.42,24.94,45.97,0.0,24.49,0.0,5.99,0.0,110.81,12.74,49.3,174.01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,6.0
2,1986,0.0,34.49,0.0,99.96,0.0,0.0,14.99,168.36,0.0,0.0,0.0,26.89,30.56,47.22,46.95,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,13.75
0,1994,84.99,0.0,0.0,19.99,0.0,64.98,0.0,0.0,0.0,0.0,0.0,21.0,10.83,14.16,9.94,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,18.75
0,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.17,0.17,-53.39,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1907,0.0,0.0,0.0,0.0,14.48,4.98,15.99,0.0,1.0,0.0,5.99,2.9,4.66,6.08,41.43,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,26.25
1,1983,0.0,0.0,0.0,0.0,0.0,14.97,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2.5,-1.48,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,16.25
0,1995,390.88,43.92,100.96,374.79,188.37,120.9,0.0,174.83,26.46,14.47,451.82,219.78,131.41,147.56,515.49,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
0,1969,0.0,24.99,0.0,45.48,0.0,0.0,0.0,0.0,0.0,0.0,11.49,14.09,1.92,7.58,55.31,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,13.75
0,1919,0.0,24.99,0.0,38.98,0.0,0.0,0.0,19.98,2.49,0.0,0.0,12.79,3.75,10.24,51.84,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,9.0
2,1994,31.47,0.0,0.0,12.98,0.0,86.45,32.47,59.96,7.48,2.73,35.96,8.89,37.51,33.22,103.77,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1992,24.99,89.97,62.98,175.91,58.97,35.96,209.33,220.36,7.23,14.99,0.0,82.56,81.31,117.96,302.61,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
3,1994,0.0,17.99,0.0,33.96,0.0,6.99,11.47,0.0,0.0,0.0,0.0,10.39,3.08,8.74,37.71,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
0,1994,0.0,45.0,39.49,64.98,15.48,13.47,0.0,113.89,0.0,0.0,5.99,32.99,22.23,34.64,87.79,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,16.25
0,1993,0.0,0.0,0.0,0.0,9.99,0.0,201.87,21.48,29.49,0.0,0.0,2.0,42.14,43.81,54.72,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,35.0
0,1979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.7,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,6.0
0,1960,0.0,259.93,0.0,58.98,0.0,40.97,0.0,0.0,0.0,0.0,0.0,63.78,6.83,16.66,28.78,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,21.25
2,1983,0.0,116.95,24.99,134.93,0.0,24.99,14.99,44.42,0.0,0.01,0.0,55.37,14.07,36.56,97.36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,26.25
0,1904,0.0,89.47,178.38,199.9,66.6,105.35,15.99,19.98,0.99,0.0,54.99,106.87,32.88,68.14,190.18,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.0
0,1963,35.48,83.96,44.49,56.46,13.48,0.0,79.43,17.99,38.47,22.66,9.56,46.77,28.02,34.31,109.05,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,9.0
0,1986,0.0,0.0,43.98,80.47,0.0,38.97,0.0,37.87,0.0,3.5,2.49,24.89,13.81,26.22,29.93,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,35.0
0,1994,19.48,24.49,0.0,0.0,93.96,0.0,0.0,0.0,0.0,0.0,31.48,27.59,5.25,15.66,48.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,9.0
0,1982,0.0,0.0,0.0,15.46,29.49,0.0,0.0,0.0,0.0,0.0,7.48,8.99,1.25,7.49,-7.74,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,11.25
1,1984,51.99,0.0,111.41,0.0,10.47,0.0,0.0,0.0,0.0,0.0,0.0,34.77,0.0,1.75,67.07,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,21.25
0,1971,0.0,70.46,207.36,393.17,151.44,91.39,108.9,220.81,8.47,26.97,65.92,164.49,87.08,162.36,394.78,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
0,1995,0.0,22.46,0.0,48.69,0.0,29.49,0.0,27.98,0.0,0.0,0.0,14.23,9.58,17.69,46.51,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,4.0
0,1986,0.0,242.92,0.0,86.93,0.0,31.46,0.0,149.9,18.92,0.0,13.48,65.97,35.63,47.87,121.66,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,11.25
2,1992,8.99,0.0,0.53,53.96,27.48,28.97,0.0,0.0,1.49,6.98,10.99,18.19,8.07,18.65,27.97,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,26.25
0,1963,0.0,104.48,0.0,31.48,0.0,19.98,0.0,83.44,0.0,0.0,0.0,27.19,17.24,22.48,65.61,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,4.0
1,1989,0.0,24.48,29.99,99.42,0.0,112.38,199.31,67.43,0.0,5.47,0.0,30.78,64.1,79.76,132.74,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,21.25
0,1986,44.98,0.0,29.99,31.48,6.99,0.0,0.0,9.49,0.0,25.71,0.0,22.69,5.87,7.99,6.97,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,35.0
1,1997,0.0,90.98,28.98,19.97,6.46,21.96,140.86,38.92,46.42,0.0,0.0,29.28,41.36,45.77,124.61,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,28.75
0,1967,158.43,153.39,72.46,78.97,49.47,118.97,8.99,41.46,25.97,0.0,14.47,102.54,34.98,53.97,177.37,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,26.25
0,1962,23.98,0.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,0.0,0.51,10.79,0.09,5.0,20.33,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,9.0
0,1996,185.38,19.48,716.12,66.93,214.82,0.0,0.0,17.98,0.0,10.49,0.0,240.55,4.75,49.96,335.63,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,18.75
0,1996,79.98,43.98,29.99,92.46,0.0,0.0,0.0,62.48,3.0,0.0,39.95,49.28,17.57,26.32,33.08,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,35.0
0,1989,0.0,144.46,0.0,50.47,46.47,0.0,5.99,0.0,10.99,0.0,0.0,48.28,2.83,18.99,82.96,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,16.25
2,1996,35.48,0.0,0.0,10.0,27.47,11.99,38.47,79.91,29.49,0.0,0.0,14.59,26.64,32.89,57.28,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,16.25
2,1983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.99,0.0,0.0,0.0,0.0,5.0,5.0,16.94,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,26.25
0,1968,0.0,17.48,0.0,95.93,2.29,42.46,10.01,51.96,5.99,0.0,0.0,23.14,18.4,34.77,78.8,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,13.75
2,1984,0.0,0.0,0.0,29.99,59.47,0.0,14.99,103.41,13.47,7.48,1.0,17.89,23.39,36.89,71.14,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,28.75
1,1917,0.0,21.97,59.46,90.92,0.0,52.97,71.44,37.92,0.0,40.43,0.0,34.47,33.79,42.21,136.65,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,26.25
0,1959,51.46,0.0,19.48,0.0,75.4,0.0,0.0,0.0,0.0,0.0,0.0,29.27,0.0,12.57,22.58,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,18.75
0,1995,0.0,0.01,0.0,109.44,0.0,56.46,0.0,0.0,0.0,0.0,0.0,21.89,9.41,27.65,80.41,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,11.25
0,1994,16.98,91.92,0.0,76.36,24.47,36.95,0.0,149.34,0.0,0.0,0.0,41.95,31.05,47.85,126.59,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,28.75
0,1997,0.0,18.44,0.0,82.9,0.0,10.52,0.0,0.0,0.0,0.0,0.0,20.27,1.75,15.57,12.12,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,26.25
1,1983,0.0,0.0,0.0,159.9,0.0,7.49,0.0,0.0,19.97,0.0,0.0,31.98,4.58,31.23,96.43,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,35.0
0,1977,0.0,0.0,0.0,0.0,0.0,19.99,74.96,21.99,0.0,0.0,0.0,0.0,19.49,19.49,51.06,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,26.25
2,1997,15.98,27.99,32.98,0.0,19.47,0.0,133.91,0.0,0.0,0.0,0.0,19.28,22.32,25.56,55.47,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,23.75
0,1978,15.47,0.0,43.48,82.94,86.92,46.44,96.86,74.87,6.99,0.0,62.46,45.76,47.94,65.84,154.1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,11.25
0,1985,0.0,59.49,0.0,9.99,59.47,0.0,0.0,27.97,0.0,0.0,0.0,25.79,4.66,16.24,30.37,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,23.75
2,1993,0.0,0.0,155.91,25.48,68.46,34.99,0.0,138.43,26.46,4.99,47.46,49.97,42.06,48.97,149.79,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,11.25
0,1960,70.96,0.0,14.99,143.41,39.46,0.0,0.0,91.43,0.0,0.0,0.0,53.76,15.24,45.72,147.54,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,11.25
1,1978,0.0,0.0,0.0,0.0,0.0,0.0,43.46,0.0,0.0,0.0,0.0,0.0,7.24,7.24,-2.8,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,35.0
0,1978,0.0,129.41,466.82,314.33,94.94,78.4,0.0,68.45,0.0,0.0,40.46,201.1,31.22,92.69,318.84,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,11.25
0,1995,0.0,0.0,0.0,0.0,0.0,0.0,6.49,0.0,0.0,2.24,0.0,0.0,1.46,1.08,-23.45,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,35.0
3,1988,0.0,29.99,59.48,223.43,31.47,76.47,0.0,21.48,0.0,0.0,14.48,68.87,18.74,58.81,189.99,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,35.0
0,1998,0.0,0.01,0.0,41.47,8.48,6.47,47.9,80.36,53.82,6.98,5.48,9.99,33.5,39.75,91.43,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,35.0
0,1974,0.0,0.53,0.0,29.48,24.97,14.97,0.0,19.98,4.99,0.0,0.0,11.0,6.66,15.73,62.7,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,11.25
1,1994,19.99,0.02,64.47,25.48,52.92,59.9,82.41,40.93,15.97,0.0,41.97,32.58,40.2,46.27,87.42,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0,13.75
2,1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.4,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,35.0
0,1996,0.0,0.0,0.0,211.87,19.47,19.96,263.29,52.95,13.48,34.47,18.98,46.27,67.19,96.84,202.82,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,23.75
0,1959,0.0,19.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,-7.01,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,35.0
3,1992,0.0,169.39,62.47,94.46,0.0,19.99,0.0,4.98,0.0,0.0,0.0,65.26,4.16,19.91,73.09,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,35.0
